SELECT * WHERE (a2 != 0 || a3 != 0 || a4 != 0 || a5 != 0 || a6 != 0 || a7 != 0),classes
"?????? ?????? ??????? ???? ?? ???? ???? ? ???? ??? ????? ?? ?? ? ??????? ????? ??? ????????? ???? ??  ??? ???? ????? ????? ??? ??? ?? ????? ????? ????? ????? ?????????
",NoAG
????????? ?????? ?????????? ?????? ???? ???????? ????? ????? ???? ??? ?? ????? ???????? ?????? ??? ???? ??????,NoAG
???? ??????? ????  ???? ???? ????? ???????? ?? ???????? ????? ?? ??????  ????? ??? ???? ???? ????? ????,NoAG
"????? ??????? ???? ?? ??????? ?????? ??? ????? ????? ??? ??, ?? ??????? ?? ??????? ???????? ????? ?????????? ??????? ?????? ??? ????? ??%?",NoAG
??????? ?? ???????? ?? ???? ??????????? ??? ???? ??? ?????? ???? ????? ????? ????????? ?????????????? ???????? ????? ????,NoAG
"??????? ?????? ?????? ?????? ??????? ??????, ?????? ?????????????? ????? ???? ????? ??, ?????? ?????????? ???? ???? ??? ????? ??? ????? ?????? ???????? ?????????? ????",NoAG
"?????????, ????????? ?? ???? ???? ????????? ??????? ??, ????????? ???? ????? ???? ??? ????? ?? ?????????? ??????? ???? ???? ???? ???? ??????",NoAG
??????? ??????? ????? ???? ????????? ??????? ???? ??? ??????? ???? ?? ????? ???? ???? ????? ??? ?? ???? ???? ????????? ?? ???? ????? ?? ??? ????? ???? ????,NoAG
??????? ?????? ????? ???? ???? ????????? ????? ??? ???? ????? ??????? ???? ???? ????? ?????- '???????????????'? ???????? ????????? ???? ???? ????? ? ???????????,NoAG
??????? ?????????? ?? ?????????- ?????????? ???????? ??????????? ????? ?? ????? ??????? ?????? ????? ????????? ??? ?? ????? ????????? ??????????,NoAG
????????? ??????? ????? ???????? ???????? ????? ??????? ?????  ??????? ???? ??? ??????? ?????????? ??? ??????? ??? ????? ??? ??????? ????? ?????,NoAG
?? ???? ?? ??????? ??????? ??????? ????? ?????? ????????? ???? ???? ???? ???? ??????? ??? ??? ??? ?????? ??????? ???????? ?? ????? ???? ????? ?????? ??????????? ?????? ??? ??? ????? ??? ???????,NoAG
"?????? ?? ??? ???? ??????????? ?????? ??? ??? ??? ??? ??? ???????? ??? ??? ???? ???? ???? ??, ??? ???? ?????? ????? ??? ???? ????? ?????? ??????? ???????? ??? ????",NoAG
"?? ??????! ????? ??????? ???! ?? ??? ?? ??????????? ????? ??????? ??? ?????, ?? ???? ????? ?????? ???? ???",NoAG
????-?? ?????? ????????? ????? ???????? ??????? ???????????? ????? ?? ???????? ??? ?????????? ??? ??????????? ???????? ????,NoAG
"??? ????? ???? ?? ?????? ?? ??????,??? ???,??????? ????? ???? ????,???? ?????? ???? ??? ?????,?? ????,?? ???? ???? ????? ????? ????",NoAG
???? ??? ?? ???? ??? ???? ?? ????? ?????? ??? ?????? ????? ??????? ????????? ?? ???? ????? ?????,NoAG
"????? ??? ?????? ???? ????? ???? ?? ??,?????? ?????? ????? ?????? ???? ???? ??? ????? ???? ???? (???? ???? ???? ?????? ????) ???? ???? ?????
",NoAG
"??????????????, ??? ?? ???? ???? ???????????? ???? ?????? ?????? ???????? ???? ????? ???????? ??? ??? ????, ?????? ???? ???? ??????",NoAG
??????? ???????? ? ???????? ?????? ??? ??? ???? ??? ????? ????? ???? ??????? ?????????? ???? ????? ?????? ?????? ?? ?????? ???,NoAG
??? ????? ????? ???? ???? ?????? ????? ???? ?????? ???? ????? ???? ????? ?????? ??????? ???????? ????,NoAG
"?????? ????? ?????? ???? ?????, ???????? ??????? ????? ???? ???? ???? ?????? ???????, ?????? ???? ?????",NoAG
"?????? ??????? ??? ???, ???? ???? ??? ????? ??? ???? ??? ???? ???? ????? ???? ????? ??????? ???? ????? ????? ????????? ???? ?? ??? ?? ???????? ?????? ????? ????? ??? ?????",NoAG
"????? ???? ????? ???? ???????? ???? ???????? ???? ????????? ????! ????????, ?????, ????? ???????? ?????? ??????",NoAG
???? ????? ???? ?????? ??? ????? ??? ????? ??? ???? ???? ??????? ???? ??? ????? ????? ??? ?????? ??? ?????,NoAG
???? ??? ???? ???? ???? ??? ???? ??????? ?????? ??? ????????? ??? ???? ????????? ??????????? ??? ??? ??? ?????? ????? ?????????? ?????,NoAG
"?????? ????? ????? ???? ???? ???? ??? ??? ???? ???? ??? ????? ?????, ?????, ???????… ??! ?? ?????! ?????? ?????? ?? ??? ??????? ???",NoAG
"???? ???? ??????? ????? ?? ?????? ????? ??? ???? ??? ???? ???! ????? ???????, ????? ??? ??? ??????? ????? ??? ????? ??? ??? ?????",NoAG
??????? ????????? ??? ???? ????? ?????? ??????? ???? ??? ?????? ????? ????????? ???? ??? ?????? ?????? ??? ???? ????????? ?????????? ???? ????? ?????? ???????? ??? ??? ??? ?? ?????? ???? ??? ???’,NoAG
?? ????? ??????? ??????? ?????? ??????? ?????? ???????????? ???????? ??? ??????? ??????? ????? ????????? ????,NoAG
????? ??? ????? ??? ??? ???? ????? ???? ?????? ??? ??? ??? ???? ???? ?????????? ???? ????? ????,NoAG
??? ???? ????? ?????? ?????? ???? ???? ????? ?? ????? ???? ?????? ?? ????? ?? ????? ????? ???? ?????! ??! ?? ???????!,NoAG
??? ?????? ????? ????? ???? ???? ????? ??? ???? ?????? ??????????? ? ???? ????? ???? ???? ???? ?????? ????? ???? ???????? ? ?????? ??????? ????? ????,NoAG
??  ??  ?????  ????   ??  ??????   ???? ..??  ???  ???????  ????  ????? .????  ????  ?????  ??  ?????  ?????  ???  ?????? ?? .,NoAG
?? ??? ??? ????? ????? ???? ??? ????????? ????? ???? ????? ??? ??? ????? ???? ???? ??? ??????????????? ??????? ????? ??? ???? ???? ????,NoAG
"?? ????????? ???? ??? ?????? ??? ??? ????? ???????? ???? ?????? ??????? ???????? ??? ???
",NoAG
"? ?????? ????? ?????? ??? ?????? ??????? ?? ??????? ?? ???? ????????? ?? ???????,, ???? ???? ?? ?????",NoAG
??? ???? ????? ??? ??? ??? ???? ?????? ?????? ???? ???? ??????? ???? ?????? ??? ??? ?? ??,NoAG
????? ??? ?????? ??? ?????? ??? ????,NoAG
? ???? ????? ?? ??? ??? ???? ?? ???? ?????? ????? ????? ??????? ?? ??? ??????? ???? ???? ??? ???????? ???? ???????  ???? ???? ????? ?????? ???????  ????? ???? ???? ??? ???? ????? ??? ?????? ??? ??? ????? ??? ??? ??????? ???,NoAG
"???? ????? ?????????, ???? ??? ???? ?????? ????????? ??? ???, ??? ????, ????? ?????? ??????? ????? ????????? ???? ???? ????? ? ????? ???? ?? ???? ?????? ???????? ????? ??",NoAG
?? ????? ???? ??? ?????! ???  ?? ??? ????? ???????? ?? ?? ????? ???? ??? ??? ?! ??? ??????? ??????? ?? ??? ??? ????? ???? ???,NoAG
??  ???????  ??  ?????  ????  ???   ?????  ????  ???  ??  ?????  ???   ??????  ????  ??  ????  ???  ?? .????  ?? ??   ??  ???????  ????  ??  ????  ?????  ???,NoAG
"?? ??????? ?? ?????? ????? ?????????? ????? ??? ??? ????? ?? ???????? ??????? ????? ??? ???? ???? ?? ??????
",NoAG
?????? ??????? ???? ?????? ?????? ???????? ????? ??????? ?????? ???? ??? ????? ?? ?????????? ????? ???? ???? ????? ?? ??????????? ??? ????? ???? ?????,NoAG
???? ???????? ???????? ???? ??? ????? ???? ?? ??????? ????? ???? ??? ?????? ?????? ??? ????? ?? ?? ????? ???? ??? ???,NoAG
"???? ???? ?????? ?????? ?????? ??????? ?????? ??????? ????? ?? ?????? ????????? ????? ?? ?????? ????? ????? ????? ,????????? ??????? ???????",NoAG
??? ??????  ??????????  ?? ???? ?????? ?? ??????? ??????  ????? ???? ?????? ??? ??????  ???????? ??? ????,NoAG
??? ?????? ????  ??? ??? ??? ??????? ????? ????? ???? ???? ???? ?????????????? ??? ?????? ????? ?????? ???? ????????? ?? ????  ?????? ?? ??? ????? ????  ???????? ?????? ??? ??? ?????,NoAG
???? ?????? ????? ???? ??????? ???? ???? ???? ?? ????? ??? ???? ???? ?? ?? ????? ??? ??? ??,NoAG
???? ??? ???? ???? ???? ??? ???? ????? ???? ???????? ???? ???? ???? ??? ??? ???????? ???? ???? ? ??? ??????? ?????? ?????? ??? ??? ????? ????? ??? ??? ???? ???? ??? ??? ????? ??????,NoAG
"?? ???? ?????, ??? ?? ???? ??????, ????? ?????? ?? ???? ???? ?? ???? ?? ????? ????",NoAG
?????? ?????? ??????? ?????? ??? ???? ??? ???? ??? ???? ?? ???? ?? ???? ??? ??? ???? ???,NoAG
???? ?? ?? ???? ???? ???? ???? ???? ???? ???? ?? ???? ???? ?????? ???? ??? ?????? ???? ????? ?? ???? ?? ??? ??????,NoAG
"???? ??-? ???? ?? ???? ?????? ??????? ??????, ?????? ???'? ????? ???? ???? ???! ??? ????????? ??????'??? ???-?????? ???? ??????? ??? ??-?? ??? ???? ???? ???!
",NoAG
??? ???? ?????? ?? ??? ??? ????????? ??? ???? ?? years ????? ??? ?????? ????? ??? ????? ???? ??? ???? ????? ??????? ????????,NoAG
"?????? ?????  ""??????? ????? ???????? ???? ????????? ?????? ????? ???? ??????? ?????",NoAG
?? ??????????? ???? ?????? ???? ????? ?? ???? ????? ???? ?? ???? ???? ???? ???? ?? ???? ????? ???? ????? ????? ????????? ??????,NoAG
"??????? ????? ????? ?????? ????? ?????? ???????? ???? ???????? ???? ???? ??????, ??????? ????? ??????? ???? ??????? ???????? ???? ????? ??????? ????? ??????",NoAG
??? ???? ????????????? ?????? ?????? ???? ??? ??????? ???????? ?? ????? ?? ???? sp ???????????? ???? ?????????? ?? ????? ???? ??? ????? ??? ???? ??? ???? ????? ?????? ?????,NoAG
"?????? ??? ?? ????? ???????? ???? ???? ??????, ??? ???? ?? ???? ????????? ??????? ???? ????? ??? ???????",NoAG
"?????, ??? ????? ????? ?????? ??? ????! ??? ???? ????? ????? ??? ????? ?? ???? ????! ????? ?? ???? ??????! ?????? ???? ???????? ???? ??! ?????? ???????!???? ??? ?? ?? ???? ???? ?????!",NoAG
?????? ??? ???? ???? ??? ?????? ??? ?? ?????? ??? ?? ?? ???? ??? ?????,NoAG
"???????? ???? ???? ???????? ??? ??? ????? ????? ???????? ?????? ‘???? ?? ???? ?? ?? ?????? ???? ???, ?? ????? ???? ?????? ????? ?? ??????? ??? ????!",NoAG
"???? ???? ???? ?? ?????? ??????? ????????! ??? ????? ??????? ??????, ??????? ??????? ???, ???? ??????? ????, ???? ??????? ?????? ??? ????? ???? ?????? ??? ??? ??? ???!",NoAG
????? ????? ???? ???? ???? ?????? ???? ???? ? ??? ??????? ??? ???? ????? ???? ???? ?? ??????   ? ??? ????? ????? ???? ??? ???? ???? ?? ???? ???? ???? ?,NoAG
????? ? ???? ; ? ???? ??? ??? ??? ?????? ??? ??? ? ??? ??? ???? ???? ? ?? ??? ???? ???? ?? ?,NoAG
??? ???? ???? ????? ???? ???? ?????? ???? ????? ? ????? ??? ???? ?????? ??? ????? ????? ????? ???? ?? ???? ??? ??? ?,NoAG
????? ??? ???? ?????? ??? ????? ????? ????? ???? ?? ???? ??? ??? ? ??? ???? ??? ??? ??????? ??? ??? ???? ???? ?,NoAG
??? ???? ??? ?????? ?????  ???? ???? ???? ???? ???? ???? ?????? ? ??? ??? ???? ????? ? ?? ?? ???? ??? ? ????? ??? ???? ?????? ??? ??? ?,NoAG
???? ???? ??? ???? ????? ?? ?????? ?????? ??? ??? ?? ???? ???? ???????? ????? ??? ?? ????? ????? ??? ??? ???? ?? ???,NoAG
"????? ?????? ???? ???? ???? ??? ! ?? ???? ! ????? ??? ???? ?? ??? ! ??? ???? ??? ???? ????? , ?????? ???? ?? ????? ????? ????? ??? ?",NoAG
??????? ??????? ??????? ???? ??? ?????? ? ??? ?? ???? ?? ??? ????? ?????? ?????? ???? ???? ????? ???? ???? ??????? ???? ? ????? ????????????? ??? ????? ????? ???? ??? ?? ?,NoAG
"??????? ?? ??? ????? ??????? ???????? ???? ??? ???? ???? ???? ????? ??? ???? ???? ??? ???,?????? ???????? ???? ????? ??? ??? ????? ????? ??? ???? ??,  ??????? ????? ??, ????? ?? ??? ??????,  ???? ??? ???? ????? ?????, ?????? ?????? ????, ??? ???? ???? ??????? ????? "" ??? ??? ????? ????? """,NoAG
"??? ??????? ??????? ??? ???????? ?????? ????? ???? ????? ??????? ???? ?????? ???????? ????? ????? ??????? ??????? ?????? ?? ?? ????, ??? ????? ?????? ??????? ?? ???? ????",NoAG
???? ?????? ?????????? ?? ?????? ????? ??? ????? ??? ?? ???? ????? ???? ???? ??? ???? ???? ??? ?? ???????? ???? ?,NoAG
????? ??? ?????? ????????? ???? ???? ?????? ??? ?????? ???? ???? ??? ???? ??????,NoAG
?? ?????? ????? ??! ????? ?? ???? ??? ???! ????? ??? ?????? ?,NoAG
"?? ???? ??? ??? ?? ????? ????, ??? ???? ????? ??????? ?? ????",NoAG
"?? ????? ???? ??? ??????, ????????? ????? ???????????? ?????? ???? ?? ???? ?? ?? ???? ?????, ??? ?????? ?????? ??????? ???????? ????????",NoAG
????? ??? ??? ????? ???  ??? ???? ????? ???????? ?? ???????? ?,NoAG
???? ???? ???? ?? ???? ??? ???? ???? ???? ????!,NoAG
??? ????  ??????? ?????? ???? ?? ??? ???? ????  ???? ??? ? ???? ??? ???? ???? ???? ???? ???? ???? ????? ?? ???? ??? ??? ??? ??? ??,NoAG
"????????? ??? ????, ??? ??? ???????? ???!",NoAG
????? ??? ?????? ???? ????? ?? ?? ???? ???? ???? ??? ????? ???? ???? ????  ???????? ??????? ??????? ???....??????? ?? ??????? ? ????!,NoAG
??? ???? ??? ???? ?????... ??????? ???????? ?????!,NoAG
???? ???? ???? ????????? ???????? ?? ??????? ???? ????? ???? ????????? ???? ?????? ???? ??? ???? ?,NoAG
"?? ?????????? ???? ????????? ?????? ????! ?? ?? ????????? ??? ???? ??????, ??????.... ???? ???? ??????????? ?????? ???????????? ??????,?????? ????????? ???? ???? ?? ???? ??????? ????? ?????",NoAG
"?? ???????? ????? ?? ????? ?? ???? ???? ???? ????? ????? ??, ?? ??????? ???? ???  ????? ??? ?",NoAG
????? ???? ???? ??? ????? ????? ? ????? ???? ?,NoAG
"Nahid Hasan ?????? ?? ??? ?? ???? ?????? ????? ???????? ?? Sunny Rahman ???,????? ????? ?? ?? ???? ??? ???? ????? ??? ?? ?? ????????????????? ??????,????? ?? ?????????????????? ??????? ???,?? ??? ???? ?? ????? ???? ???? ""?????"" ?",NoAG
"Fatema Tuz Zohra Mitu ??? ??????? ??????? ???? ?? ???? ??? ??, ???? ??? ????? ???? ???? ???? ??????? ????, ????? ???????? ???? ?????? ???? ?",NoAG
?? ??????? ?????? ???? ???? ???? ?? ????? ?? ??? ???? ??? ???? ??? ??? ?? ??? ????? ??? ?????? ?????? ????? ??? ???? ?,NoAG
?????? ????? ????? ???????? ?????? ???? ????? ????????? ?? ???? ??????? ??? ??? ???? ????? ???? ??? ???? ?? ????!,NoAG
???? ???? ???????  Girls Fashion  BD ?? ???? ???? ???? ?? ???? ????? ???????? ??? ? ??? ????????? ?? ??????? ???? ?????? ?? ?????? ??? ???? ????,NoAG
????? ??????? ???? ????? ???? ??? ?????? ?????????? ????? ????? ?? ??? ??? ????? ??????? ?? ???? ??? ??? ???? ???!,NoAG
"???? ???? ??? ??? ? ??? ???? ???????, ????????? ?????? ????????????? ???????? ???????? ?????? ??? ????? ???? ??????? ???? ???? ?? ?? ??????? ???? ????? ??? ?????? ??? ????? ??’???? ????? ??????? ?????? ??? ??? ??????? ??????? ? ????? ???? ????? ??? ???? ? ?????? ???????? ??? ???? ?????????? ???? ?? ??????? ?????????? ????? ??? ????? ???????? ???? ?????? ????? ????? ?????????? ?????? ???? ?????? ????? ???? ?????? ???? ???? ???????-???? ???? ???",NoAG
"?????????? ?????? ????? ???? ??? ?????? ???? ?????? ???? ????? ???? ??????? ??????? ?????? ???? ????, ????????? ????????, ??????? ??? ??? ?????????? ?????? ??? ?????? ???????? ????? ???????? ???? ?????? ??? ???? ???? ??? ??????? ?? ?????????? ???? ???-??? ?????????? ???? ???? ??? ????? ?????? ????? ???????",NoAG
??? ???? ????? ???? ??? ???? ???? ??????? ??? ?????? ???? ???? ???????? ???? ????? ??? ?????? ?????? ????? ????? ??? ???? ???? ???? ??? ?? ???? ???? ??? ???? ????? ????????? ???????,NoAG
"? ???? ??? ?????? ??-? ?????? ???? ???????? ???????? ????????, ‘?????- ???????’ ????????? ?? ???????? ?? ???? ??-? ?????????? ??? ????? ???, ????? ????? ????? ??? ??-? ???????? ???????? ?????? ????? ????? ???? ??????? ????? ?? ???????? ????",NoAG
?????-???? ????? ??????? ?????????? ??? ?????? ??? ????? ???????????? ?????????? ??? ?? ????? ???! ?????? ?????? ???? ????? ?????? ????? ???? ???? ??????????????? ?????????? ???? ????? ?????????? ???? ?? ???? ???????? ????????? ? ?????? ?????? ????? ??? ???? ?????????? ??? ??? ???? ?????,NoAG
"????? ??????? ???? ??????, ?????? ????????????? ??? ??????? ????? ???? ????? ?????? ??? ????? ??????? ??? ??? ????? ??? ????? ????? ????? ??????? ???? ????????????? ????? ??? ?????? ????? ?? ????????? ???? ??????? ?????? ! ???? ??? ??? ????? ???? ????? ?? ?????? ????? ???? ???? ??-?? ??? ?????, ??? ?????",NoAG
"??? ?????? ???? ????????, ?? ????????, ?? ??????? , ?? ??????? , ???? ??? ???? ???? ?? ?????? ??????-?????? ???, ?? ????? ?????? ??? !",NoAG
"???? ??? ??? ??? ???-??-???-??? ????? ?????? ??????, ????? ??????? ???? , ???? -????? ???? ?????? ???? ????, ?? ????? ???? ???- ?? ?????? ???????????? ‘?????????????’ ??????? ??????????, ??? ????? ??? ???…?????? ?? ????? ???? ?????",NoAG
?? ?????????? ??????? ?? ???? ?????? ?????? ????? ??? ????? ‘?????? ?????? ????…’ ?? ??? ????? ? ???? ???????? ???????????? ???? ??????? ??????? ??????!!! ?? ? ???? ???? ?????? ???? ???? ???? ???? ????? ?????? ?? ??? ????? ??????? ?????,NoAG
?? ?? ???? ????! ???? ??? ??? ????????!!,NoAG
"??? ???, ?? ?????????? ???????? ????? ?? ???? ???? ?? ?????? ?? ????, ? ???? ????? ????? ???? ????????? ?????? ?????? ??? ????!",NoAG
?????? ??????? ??? ??? ???! ????? ?? ?????? ?????? ???? ????? ????? ?? ???! ???? ?? ??? ???? ? ????? ????? ??????? ????? ??? ?????? ????? ??! ???? ?????? ??????? ????? ????? ??? ?? ?????? ??????!  ???????? ???? ??????? ?,NoAG
"?????? ????? ????? ????,???? ????? ?????? ??????? ????!",NoAG
???????????? ???? ??? ??? ???? ?? ???????? ?? ????? ???????? ?? ????? ?? ?????? ?? ???? ??? ????,NoAG
"????? ????, ????? ???? ?????? ??????? ?????? ??????? ??????????????? ??????? ????, ?????? ????, ?????? ???",NoAG
????? ???? ???? ?????? ????????? ???? ???? ???? ???? ??? ??? ????? ??? ???????? ?????? ?????? ???????? ????????? ?????? ??? ?????? ?????? ??? ???? ????? ????? ???? ???? ???? ?,NoAG
"??????? ??????? ??? ?? ???? ???, ??? ??? ???? ??? ????? ??????? ??? ?? ??? ?? ???? ???? ???? ???? ?????? ??? ??????? ???, '???? ?????? ???? ????? ???' ?? ????? ???? ???? ??? ?????? ???? ??? ??? ??? ????? ??? ???? ???? ????? ?? ????? ??? ?????? ?????? ?? ????? ??? ?? ???? ?? ???? ??? ??? ????? ?????",NoAG
????? ?? ????? ???? ???? ????????? ????? ?? ?? ?? ???? ??? ??? ??????? ????? ?? ??? ??????? ???????? ?? ??? ?????????? ???? ????,NoAG
??? ??????? ????? ??? ?????? ???? ???????? ??? ?????,NoAG
??????? ????? ??????  Just avoid it. ? ?? ????? ????? ??????? ????  ????????  ????? ???,NoAG
???? ??? ???? ?????? ?????? ?????? ??????? ?? ????? ????????? ???? ???? ?????? ?????? ??????? ???????? ??????????? ????? ????? ???????? ???? ???????? ?? ????????? ???????? ???? ??? ???? ?????? ??? ???? ????? ??????,NoAG
???? ??????? ????? ???????? ?????????. ??????? ????,NoAG
???? ???? ??????? ?????? ????? ?? ???????? ?? ????? ?? ????? ???? ??????? ?????,NoAG
"???? ???? ??? ??? ????, ??? ?????, ??? ?????? ??? ???? ??? ????? ????",NoAG
"?????? ??? ???, ?????? ??? ??? ??? ???? ????? ??? ???",NoAG
??????? ??? ???? ??? ??????? ??? ?????,NoAG
??????? ????? ????? ???? ????? ?????? ?????? ??? ???? ???? ????? ???????????,NoAG
??? ??????? ??? .. ????? ?????? ??? ????????? ... ??? ??? ??? ????? ...,NoAG
?????? ?????? ??? ??????? ?? ???? ??? ???????????? ? ?????? ??? ???!,NoAG
"???????? ??? ??? ??? ????? ??? ??? ??? ??? ???? ???, ???? ??????? ??? ???? ??? ?? ??? ?????? ?????",NoAG
"????? ???????, ??? ?????? ??? ???? ??? ??????????? ?????? ???? ????? ????? ?????? ???? ????????? ??????? ???? ???????? ??? ???? ????? ???????? ???? ??????",NoAG
????? ??? ????? ????? ???????? ????? ???? tong ???? Babarafi ???? ????????? ?????,NoAG
"??????? ???, ???? ??? ,?? ??? ?????",NoAG
"????? ???????,  ????? ??????? ??????! ????? ??? ????? ????? ????? ??? ???!",NoAG
??????? ????? .... ?????????? ??????,NoAG
"???? ???? ?????? ?????? ??? ?????? ????????, ??? ??? ????? ??? ....",NoAG
"????? ???? ????? ??????? , ????????? ???????  ???????? ??????? ...",NoAG
??? ?????? ?????? ??????????? ???? ?????? ?????? ??? ???????? ???? ???????? ???? ????? ???? ???? ......,NoAG
??????? ????? ?? ????? ?????? ??? ????????? ??? ??? ????? ?????.....,NoAG
?????? ????? ?????? ???? ??? ????? ????? ?????????,NoAG
?????????? ??????? ????? ????? ??? ??? ? ???,NoAG
?????? ???? ??? ??? ... ??? ????? ?????? ??? ??? ??? ... ????? ????? ??? ???????? ?? ?????? ???? ???????? ??? ... ???? ???? ????? ??????? ????,NoAG
"??????? ????????? ???? ??? ????? ???? ???, ??? ?? ???????? ?????? ????? ??? ??? ???? ??????????? ????? ???????? ????? ???? ???? ??? ??? ... ??? ??? ??? ?? ????? ????? ????? ???? ...",NoAG
???? ?????? ??????? ??? ??????? ????? .................,NoAG
"5 ????? ????????? ????????? ??????? ????? ????? ?? ??????? ?????? ... ??? ????? ??? ????????? ???????, ?????? ??? ???? ????? ???",NoAG
"???? ???? ?????? ?????? ??? ?????? ??? ?????! ???? ???? ??? ?????? ??? ?????? ????????? ??? ???? ????? ??? ???? ???? ????? 9/10, ???? 9/10? ??????? ???? ????? ???? ????????????? ???????? ???? ????? ??? ???????? ???? ?????",NoAG
"?????? ??? ???, ?????? ?????? ...........",NoAG
?????? ?? .... ??? ????? ????? ? ???? ????? ???? ..,NoAG
"????? ???? ?????? ???? ?? ?? ???? ??????????? ????? ???? ????????? ???? ??????????? ????? ????? ??? ?????? ???????? ???? ??? ??????? ???????? ?????? ???? ????? ??????? ?????? ?????? ???????? ??? ???? ???? ???? ??? ????????? ?? ????? ????? ??????? ???? ?????, ???? ??? ?????? homefull ???? ?????? ??? ????",NoAG
"???? ?????? ??? ?? ???? ?????? ????? ??????? ????? ????? ??? ????? ??????? ?????? ??? ???? ...  ???? ??????? ?? ????? ??????? ?????? ?????? ???, ??? ??????? ??  ??? ??????? ??? ?????? ??? ??? ??? ??? ???? ????? ??????? ???? ??????",NoAG
???? ??? ????????? ?? (????????? ???? ????) ?????????? ???? ???? ??? ??? ???? ??????? ??????? ????? ????? ????,NoAG
"????? ???? ??? ?????? ??? ????? ???? ????? ????? ???? ?????? ?????? ?? ????????? ?? ????? ???? ???????? ?? ??? ?? ???? ??? ??? ??, ??? ????? ?????? ????? ??????? ?????????? ????? ?????? ????? ??? ????? nostalgic ??? ??????? ???, ?????? ?? ???? ???????? ???? ???? ?????? ??? :)",NoAG
"????? ???? ?? ??? ??? ???, ?????? ?????? ??? ???",NoAG
?????? ?????. ????? ??????. ??? ????. ??? ????? ?????,NoAG
"????? ???????, ???????? ??? ???????? ????? ??? ???  ??????? ??????? ??? ?????? ????? ??? ??????? ???? ??? ????? ????? ???? ??????? ??? ????",NoAG
????? ??????? ?? ??? ?????? ??? ????????? ?????? ???????? ?? ??? ?????,NoAG
????? ?? ???????? ????? ?????????? ??? ???? ??? ??! ????????? ???? ???? ??? ???? ?? ???? ???? ????????? ???? ???????? ??? ???????,NoAG
"?????? ????? ????? ?????, ????? ???? ??? ??? ??????? ???????????? ???????? ???? ??? ??",NoAG
???? ??? ???? ?????????  ???? ???? ?? ??? ?? ???? ??? ???,NoAG
